free_text,address,price,price_meter,rooms,area,more,add_link,scraping_date
"Mieszkanie, 35,80 m², Olsztyn","Mieszkanie na sprzedaż: Nagórki, Olsztyn, warmińsko-mazurskie",289 000 zł,8073 zł/m²,2 pokoje,"35,8 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-35-80-m-olsztyn-ID4opIF,2024-01-16
Apartamenty Wyzwolenia | atrakcyjny apartament,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",911 508 zł,10 850 zł/m²,3 pokoje,"84,01 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-atrakcyjny-apartament-ID4cfU4,2024-01-16
Sucharskiego 4 - 2 pokoje z oddzielną kuchnią,"Mieszkanie na sprzedaż: ul. Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",385 000 zł,8953 zł/m²,2 pokoje,43 m²,Biuro nieruchomości,/pl/oferta/sucharskiego-4-2-pokoje-z-oddzielna-kuchnia-ID4opfO,2024-01-16
2 pokoje z oddzielną kuchnią - Jaroty,"Mieszkanie na sprzedaż: ul. Pieczewska, Jaroty, Olsztyn, warmińsko-mazurskie",339 000 zł,9549 zł/m²,2 pokoje,"35,5 m²",Biuro nieruchomości,/pl/oferta/2-pokoje-z-oddzielna-kuchnia-jaroty-ID4op4H,2024-01-16
"Versal - Armii Krajowej 3, przy plaży i Uwm","Mieszkanie na sprzedaż: Armii Krajowej al., Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",595 000 zł,11 667 zł/m²,2 pokoje,51 m²,Biuro nieruchomości,/pl/oferta/versal-armii-krajowej-3-przy-plazy-i-uwm-ID4op4D,2024-01-16
Apartamenty Wyzwolenia | apartament nr 62,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",498 976 zł,12 400 zł/m²,2 pokoje,"40,24 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-62-ID4nyy3,2024-01-16
Mieszkanie z potencjałem: Twoje okno na świat,"Mieszkanie na sprzedaż: ul. Mieczysława Orłowicza, Nagórki, Olsztyn, warmińsko-mazurskie",435 000 zł,5975 zł/m²,4 pokoje,"72,8 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-z-potencjalem-twoje-okno-na-swiat-ID4o2ME,2024-01-16
"Mieszkanie, 48,10 m², Olsztyn","Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",419 000 zł,8711 zł/m²,3 pokoje,"48,1 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-48-10-m-olsztyn-ID4oozt,2024-01-16
Apartamenty Wyzwolenia | apartament nr 52,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",700 724 zł,12 400 zł/m²,3 pokoje,"56,51 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-52-ID4nyxX,2024-01-16
"ul.Boenigka 32, 35,9m2,2pok.IIp./IVp., balkon - Do","Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",365 000 zł,10 139 zł/m²,2 pokoje,36 m²,Biuro nieruchomości,/pl/oferta/ul-boenigka-32-35-9m2-2pok-iip-ivp-balkon-do-ID4n3uL,2024-01-16
mieszkanie 3 pokoje Olsztyn- Pieczewo ul. Gębika,"Mieszkanie na sprzedaż: ul. Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",465 000 zł,8675 zł/m²,3 pokoje,"53,6 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-3-pokoje-olsztyn-pieczewo-ul-gebika-ID4onBx,2024-01-16
sprzedam mieszkanie,"Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",342 000 zł,9118 zł/m²,2 pokoje,"37,51 m²",Biuro nieruchomości,/pl/oferta/sprzedam-mieszkanie-ID4ecR5,2024-01-16
Bianco | mieszkanie 4 pok. M24,"Mieszkanie na sprzedaż: ul. Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",,,4 pokoje,"89,82 m²",Inwestycja deweloperska,/pl/oferta/bianco-mieszkanie-4-pok-m24-ID4jWDW,2024-01-16
Apartamenty Wyzwolenia | apartament nr 49,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",523 900 zł,12 400 zł/m²,2 pokoje,"42,25 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-49-ID4nyxS,2024-01-16
Mieszkanie z balkonem i strychem - ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",560 000 zł,7000 zł/m²,3 pokoje,80 m²,Inwestycja deweloperska,/pl/oferta/mieszkanie-z-balkonem-i-strychem-ul-kiemliczow-ID4o6w2,2024-01-16
"Apartament z antresolą - 75,77 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",681 854 zł,8999 zł/m²,2 pokoje,"75,77 m²",Biuro nieruchomości,/pl/oferta/apartament-z-antresola-75-77-m2-mila-resort-ID4omOH,2024-01-16
"Apartament+antresola+taras -109,79m2- Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",1 317 370 zł,11 999 zł/m²,3 pokoje,"109,79 m²",Biuro nieruchomości,/pl/oferta/apartament-antresola-taras-109-79m2-mila-resort-ID4omOF,2024-01-16
"Apartament z antresolą - 89,92 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",1 078 950 zł,11 999 zł/m²,2 pokoje,"89,92 m²",Biuro nieruchomości,/pl/oferta/apartament-z-antresola-89-92-m2-mila-resort-ID4omM6,2024-01-16
"Apartament - 38,17 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",381 661 zł,9999 zł/m²,1 pokój,"38,17 m²",Biuro nieruchomości,/pl/oferta/apartament-38-17-m2-mila-resort-ID4omM5,2024-01-16
"Apartament - 3 pokoje - 64,1 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",705 035 zł,10 999 zł/m²,3 pokoje,"64,1 m²",Biuro nieruchomości,/pl/oferta/apartament-3-pokoje-64-1-m2-mila-resort-ID4omLZ,2024-01-16
"Apartament - 44,95 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",449 455 zł,9999 zł/m²,1 pokój,"44,95 m²",Biuro nieruchomości,/pl/oferta/apartament-44-95-m2-mila-resort-ID4omM2,2024-01-16
"Apartament - 2 pokoje - 48,07 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",528 721 zł,10 999 zł/m²,3 pokoje,"48,07 m²",Biuro nieruchomości,/pl/oferta/apartament-2-pokoje-48-07-m2-mila-resort-ID4omLU,2024-01-16
"Apartament - 31,7 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",348 668 zł,10 999 zł/m²,1 pokój,"31,7 m²",Biuro nieruchomości,/pl/oferta/apartament-31-7-m2-mila-resort-ID4omLS,2024-01-16
"Apartament - 37,96 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",379 562 zł,9999 zł/m²,1 pokój,"37,96 m²",Biuro nieruchomości,/pl/oferta/apartament-37-96-m2-mila-resort-ID4omLR,2024-01-16
"Mieszkanie, 2 pokoje, pojezierze","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",269 000 zł,8328 zł/m²,2 pokoje,"32,3 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-2-pokoje-pojezierze-ID4no8J,2024-01-16
Mieszkanie z balkonem i strychem - ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",560 000 zł,7000 zł/m²,3 pokoje,80 m²,Inwestycja deweloperska,/pl/oferta/mieszkanie-z-balkonem-i-strychem-ul-kiemliczow-ID4o6w0,2024-01-16
Apartamenty Wyzwolenia | apartament nr 75,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",388 608 zł,12 800 zł/m²,1 pokój,"30,36 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-75-ID4chIq,2024-01-16
"Apartament - 39,11 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",391 061 zł,9999 zł/m²,1 pokój,"39,11 m²",Biuro nieruchomości,/pl/oferta/apartament-39-11-m2-mila-resort-ID4omoU,2024-01-16
"Apartament 2 pokoje 50,11m2-Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",450 940 zł,8999 zł/m²,2 pokoje,"50,11 m²",Biuro nieruchomości,/pl/oferta/apartament-2-pokoje-50-11m2-mila-resort-ID4omoT,2024-01-16
"Apartament - 42,04 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",378 318 zł,8999 zł/m²,2 pokoje,"42,04 m²",Biuro nieruchomości,/pl/oferta/apartament-42-04-m2-mila-resort-ID4omoS,2024-01-16
"Apartament - 37,87 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",378 662 zł,9999 zł/m²,1 pokój,"37,87 m²",Biuro nieruchomości,/pl/oferta/apartament-37-87-m2-mila-resort-ID4omoO,2024-01-16
"Apartament 2 pokoje 67,94m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",679 332 zł,9999 zł/m²,2 pokoje,"67,94 m²",Biuro nieruchomości,/pl/oferta/apartament-2-pokoje-67-94m2-mila-resort-ID4omoQ,2024-01-16
"Apartament - dwa pokoje - 41,75 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",375 708 zł,8999 zł/m²,2 pokoje,"41,75 m²",Biuro nieruchomości,/pl/oferta/apartament-dwa-pokoje-41-75-m2-mila-resort-ID4omoM,2024-01-16
"Apartament z antresolą - 105,17 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie","946 424,83 zł",8999 zł/m²,2 pokoje,"105,17 m²",Biuro nieruchomości,/pl/oferta/apartament-z-antresola-105-17-m2-mila-resort-ID4omoN,2024-01-16
"Apartament - trzypokojowy - 64,46 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",644 536 zł,9999 zł/m²,3 pokoje,"64,46 m²",Biuro nieruchomości,/pl/oferta/apartament-trzypokojowy-64-46-m2-mila-resort-ID4omoL,2024-01-16
"Apartament - dwupokojowy - 48,13 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",481 252 zł,9999 zł/m²,2 pokoje,"48,13 m²",Biuro nieruchomości,/pl/oferta/apartament-dwupokojowy-48-13-m2-mila-resort-ID4omoJ,2024-01-16
"Apartament - dwa pokoje - 57,03 m2 - Miła Resort","Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",513 213 zł,8999 zł/m²,2 pokoje,"57,03 m²",Biuro nieruchomości,/pl/oferta/apartament-dwa-pokoje-57-03-m2-mila-resort-ID4omoI,2024-01-16
"2 pokoje, balkon, parking","Mieszkanie na sprzedaż: ul. Lawendowa, Redykajny, Olsztyn, warmińsko-mazurskie",350 000 zł,9534 zł/m²,2 pokoje,"36,71 m²",Biuro nieruchomości,/pl/oferta/2-pokoje-balkon-parking-ID4omin,2024-01-16
Przestronne dwupokojowe mieszkanie na Zatorzu!,"Mieszkanie na sprzedaż: ul. Jagiellońska, Osiedle Wojska Polskiego, Olsztyn, warmińsko-mazurskie",360 000 zł,7895 zł/m²,2 pokoje,"45,6 m²",Biuro nieruchomości,/pl/oferta/przestronne-dwupokojowe-mieszkanie-na-zatorzu-ID4omhR,2024-01-16
Nieruchomość inwestycyjna Stare Miasto Olsztyn,"Mieszkanie na sprzedaż: ul. Hugona Kołłątaja, Śródmieście, Olsztyn, warmińsko-mazurskie",970 000 zł,10 883 zł/m²,3 pokoje,"89,13 m²",Biuro nieruchomości,/pl/oferta/nieruchomosc-inwestycyjna-stare-miasto-olsztyn-ID4omhj,2024-01-16
"Apartament nad jeziorem Ukiel, Olsztyn","Mieszkanie na sprzedaż: Likusy, Olsztyn, warmińsko-mazurskie",995 000 zł,19 579 zł/m²,3 pokoje,"50,82 m²",Biuro nieruchomości,/pl/oferta/apartament-nad-jeziorem-ukiel-olsztyn-ID4nvH1,2024-01-16
Mieszkanie na sprzedaż blisko Starego Miasta,"Mieszkanie na sprzedaż: ul. Grunwaldzka, Śródmieście, Olsztyn, warmińsko-mazurskie",439 000 zł,8201 zł/m²,2 pokoje,"53,53 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-na-sprzedaz-blisko-starego-miasta-ID4lQAA,2024-01-16
Dwa pokoje w idealnym stanie technicznym.,"Mieszkanie na sprzedaż: ul. Dworcowa, Kormoran, Olsztyn, warmińsko-mazurskie",369 000 zł,9462 zł/m²,2 pokoje,39 m²,Biuro nieruchomości,/pl/oferta/dwa-pokoje-w-idealnym-stanie-technicznym-ID4oeOm,2024-01-16
!!! Mieszkanie inwestycyjne !!!,"Mieszkanie na sprzedaż: ul. Żołnierska, Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",385 000 zł,9625 zł/m²,2 pokoje,40 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-inwestycyjne-ID4olGB,2024-01-16
"Zadbane, dwu pokojowe mieszkanie na Zatorzu","Mieszkanie na sprzedaż: ul. Stanisława Moniuszki, Podleśna, Olsztyn, warmińsko-mazurskie",329 000 zł,7360 zł/m²,2 pokoje,"44,7 m²",Biuro nieruchomości,/pl/oferta/zadbane-dwu-pokojowe-mieszkanie-na-zatorzu-ID4olBV,2024-01-16
"Dwupokojowe 37m2, ul. Dworcowa 12, dobre miejsce!!","Mieszkanie na sprzedaż: ul. Dworcowa 12, Pojezierze, Olsztyn, warmińsko-mazurskie",280 000 zł,7568 zł/m²,2 pokoje,37 m²,Biuro nieruchomości,/pl/oferta/dwupokojowe-37m2-ul-dworcowa-12-dobre-miejsce-ID4olnt,2024-01-16
A.67 2-pokojowy apartament przy jeziorze Ukiel,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",724 470 zł,19 222 zł/m²,2 pokoje,"37,69 m²",Inwestycja deweloperska,/pl/oferta/a-67-2-pokojowy-apartament-przy-jeziorze-ukiel-ID4kXT8,2024-01-16
Komfortowe mieszkanie na Mroza,"Mieszkanie na sprzedaż: ul. Edwarda Mroza, Jaroty, Olsztyn, warmińsko-mazurskie",640 000 zł,11 228 zł/m²,2 pokoje,57 m²,Biuro nieruchomości,/pl/oferta/komfortowe-mieszkanie-na-mroza-ID4okps,2024-01-16
Villa Symfonia | Olsztyn | mieszkanie M22,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",578 608 zł,8600 zł/m²,4 pokoje,"67,28 m²",Inwestycja deweloperska,/pl/oferta/villa-symfonia-olsztyn-mieszkanie-m22-ID4eY1u,2024-01-16
A.44 Apartament Omega nad jeziorem w Olsztynie,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",724 470 zł,19 222 zł/m²,2 pokoje,"37,69 m²",Inwestycja deweloperska,/pl/oferta/a-44-apartament-omega-nad-jeziorem-w-olsztynie-ID4kXSV,2024-01-16
Mieszkanie 4 pokojowe w nowoczesnym stylu,"Mieszkanie na sprzedaż: Jaroty, Olsztyn, warmińsko-mazurskie",850 000 zł,9659 zł/m²,4 pokoje,88 m²,88 m²,/pl/oferta/mieszkanie-4-pokojowe-w-nowoczesnym-stylu-ID4ojN1,2024-01-16
"Mieszkanie 2 pokoje, możliwa zamiana, ul. Dworcowa","Mieszkanie na sprzedaż: ul. Dworcowa, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",305 000 zł,9443 zł/m²,2 pokoje,"32,3 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-2-pokoje-mozliwa-zamiana-ul-dworcowa-ID4ojgV,2024-01-16
Duże mieszkanie 3 minuty od centrum miasta,"Mieszkanie na sprzedaż: ul. Stefana Okrzei, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",409 000 zł,6705 zł/m²,3 pokoje,61 m²,Biuro nieruchomości,/pl/oferta/duze-mieszkanie-3-minuty-od-centrum-miasta-ID4oj8c,2024-01-16
Przestronne mieszkanie w kamienicy w Centrum,"Mieszkanie na sprzedaż: ul. Partyzantów, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",469 000 zł,6372 zł/m²,3 pokoje,"73,6 m²",Biuro nieruchomości,/pl/oferta/przestronne-mieszkanie-w-kamienicy-w-centrum-ID4odvg,2024-01-16
rezerwacja mieszkanie M16,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",433 521 zł,8700 zł/m²,3 pokoje,"49,83 m²",Inwestycja deweloperska,/pl/oferta/rezerwacja-mieszkanie-m16-ID4eY1h,2024-01-16
A.56 Apartament nad jeziorem w Olsztynie,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",687 570 zł,18 832 zł/m²,2 pokoje,"36,51 m²",Inwestycja deweloperska,/pl/oferta/a-56-apartament-nad-jeziorem-w-olsztynie-ID4kXT5,2024-01-16
3-pokojowe mieszkanie gotowe do wprowadzenia,"Mieszkanie na sprzedaż: ul. Borowa, Zatorze, Olsztyn, warmińsko-mazurskie",649 000 zł,9618 zł/m²,3 pokoje,"67,48 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-mieszkanie-gotowe-do-wprowadzenia-ID4oiNR,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 48,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"45,65 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-48-ID4ntYK,2024-01-16
"2-pokojowe mieszkanie na sprzedaż, do wprowadzenia","Mieszkanie na sprzedaż: ul. Aleksandra Puszkina, Zatorze, Olsztyn, warmińsko-mazurskie",275 000 zł,7660 zł/m²,2 pokoje,"35,9 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-na-sprzedaz-do-wprowadzenia-ID4oiyj,2024-01-16
Inwestycja Panorama - najwyższe piętro,"Mieszkanie na sprzedaż: ul. Wincentego Pstrowskiego, Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",519 000 zł,9994 zł/m²,3 pokoje,"51,93 m²",Biuro nieruchomości,/pl/oferta/inwestycja-panorama-najwyzsze-pietro-ID4ohZR,2024-01-16
REZERWACJA Villa Symfonia M7,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie","391 404,90 zł",8430 zł/m²,2 pokoje,"46,43 m²",Inwestycja deweloperska,/pl/oferta/rezerwacja-villa-symfonia-m7-ID4eY0L,2024-01-16
A.24 Apartament nad jeziorem w Olsztynie,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",1 253 370 zł,22 555 zł/m²,3 pokoje,"55,57 m²",Inwestycja deweloperska,/pl/oferta/a-24-apartament-nad-jeziorem-w-olsztynie-ID4kXSQ,2024-01-16
Os. Leśna| 4-pokojowe z widokiem na las B.III/2,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",1 001 056 zł,11 200 zł/m²,4 pokoje,"89,38 m²",Inwestycja deweloperska,/pl/oferta/os-lesna-4-pokojowe-z-widokiem-na-las-b-iii-2-ID4boUw,2024-01-16
Apartament z widokiem na jezioro!,"Mieszkanie na sprzedaż: ul. Bałtycka, Likusy, Olsztyn, warmińsko-mazurskie",1 140 000 zł,16 427 zł/m²,3 pokoje,"69,4 m²",Biuro nieruchomości,/pl/oferta/apartament-z-widokiem-na-jezioro-ID4ohQp,2024-01-16
Przytulny bezczynszowy apartament z kominkiem,"Mieszkanie na sprzedaż: Jaroty, Olsztyn, warmińsko-mazurskie",650 000 zł,8644 zł/m²,4 pokoje,"75,2 m²","75,2 m²",/pl/oferta/przytulny-bezczynszowy-apartament-z-kominkiem-ID4ohPQ,2024-01-16
REZERWACJA mieszkanie M6,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",404 757 zł,8550 zł/m²,2 pokoje,"47,34 m²",Inwestycja deweloperska,/pl/oferta/rezerwacja-mieszkanie-m6-ID4eY0C,2024-01-16
Os. Leśna|4-pokojowe mieszkanie A.III/52,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",,,4 pokoje,"86,81 m²",Inwestycja deweloperska,/pl/oferta/os-lesna-4-pokojowe-mieszkanie-a-iii-52-ID4bp3p,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 9,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"43,83 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-9-ID4nu6o,2024-01-16
Mieszkanie nad jeziorem UKIEL,"Mieszkanie na sprzedaż: ul. Pawia 3A, Gutkowo, Olsztyn, warmińsko-mazurskie",650 000 zł,6500 zł/m²,4 pokoje,100 m²,100 m²,/pl/oferta/mieszkanie-nad-jeziorem-ukiel-ID4moYo,2024-01-16
Villa Symfonia mieszkanie 3,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie","449 445,70 zł",8530 zł/m²,3 pokoje,"52,69 m²",Inwestycja deweloperska,/pl/oferta/villa-symfonia-mieszkanie-3-ID4eY0p,2024-01-16
A.20 Apartament nad jeziorem w Olsztynie,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",724 470 zł,18 710 zł/m²,2 pokoje,"38,72 m²",Inwestycja deweloperska,/pl/oferta/a-20-apartament-nad-jeziorem-w-olsztynie-ID4kXSW,2024-01-16
Os. Leśna| 4-pokojowe z widokiem na las A.III/45,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",,,4 pokoje,"89,29 m²",Inwestycja deweloperska,/pl/oferta/os-lesna-4-pokojowe-z-widokiem-na-las-a-iii-45-ID4bp4k,2024-01-16
Nowy Apartament Zatoka Apartamenty | A234,"Mieszkanie na sprzedaż: Dajtki, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"42,18 m²",Inwestycja deweloperska,/pl/oferta/nowy-apartament-zatoka-apartamenty-a234-ID4hgXp,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 32,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"43,75 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-32-ID4ntXP,2024-01-16
Apartament z widokiem na jezioro Ukiel,"Mieszkanie na sprzedaż: ul. Kapitańska, Dajtki, Olsztyn, warmińsko-mazurskie",638 000 zł,19 511 zł/m²,2 pokoje,"32,7 m²",Biuro nieruchomości,/pl/oferta/apartament-z-widokiem-na-jezioro-ukiel-ID4ogTI,2024-01-16
"Nowoczesne, przestronne mieszkanie - 2 łazienki!","Mieszkanie na sprzedaż: Osiedle Generałów, Olsztyn, warmińsko-mazurskie",679 000 zł,9056 zł/m²,4 pokoje,"74,98 m²",Biuro nieruchomości,/pl/oferta/nowoczesne-przestronne-mieszkanie-2-lazienki-ID4ogF0,2024-01-16
3 pokoje w pięknej okolicy w Gutkowie!Nowa cena!,"Mieszkanie na sprzedaż: ul. Żurawia, Gutkowo, Olsztyn, warmińsko-mazurskie",610 000 zł,8871 zł/m²,3 pokoje,"68,76 m²",Biuro nieruchomości,/pl/oferta/3-pokoje-w-pieknej-okolicy-w-gutkowie-nowa-cena-ID4nTF0,2024-01-16
wygodne 3 pokojowe mieszkanie Warmia Towers,"Mieszkanie na sprzedaż: Podgrodzie, Olsztyn, warmińsko-mazurskie",645 000 zł,10 605 zł/m²,3 pokoje,"60,82 m²",Biuro nieruchomości,/pl/oferta/wygodne-3-pokojowe-mieszkanie-warmia-towers-ID4iN2D,2024-01-16
Luksusowy apartament z widokiem na jezioro,"Mieszkanie na sprzedaż: ul. Bałtycka, Likusy, Olsztyn, warmińsko-mazurskie",1 206 580 zł,28 251 zł/m²,2 pokoje,"42,71 m²",Biuro nieruchomości,/pl/oferta/luksusowy-apartament-z-widokiem-na-jezioro-ID4ogsC,2024-01-16
3-pokojowe mieszkanie w budynku z windą,"Mieszkanie na sprzedaż: ul. Pana Tadeusza, Pojezierze, Olsztyn, warmińsko-mazurskie",399 000 zł,8278 zł/m²,3 pokoje,"48,2 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-mieszkanie-w-budynku-z-winda-ID4ognz,2024-01-16
A.41 2-pokojowy apartament przy jeziorze Ukiel,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",599 000 zł,15 470 zł/m²,2 pokoje,"38,72 m²",Inwestycja deweloperska,/pl/oferta/a-41-2-pokojowy-apartament-przy-jeziorze-ukiel-ID4kZyF,2024-01-16
"ul. Tuwima 3, 68,25m2, 4pok. + Garaż, Dwa balkony,","Mieszkanie na sprzedaż: ul. Juliana Tuwima, Podgrodzie, Olsztyn, warmińsko-mazurskie",758 000 zł,11 147 zł/m²,4 pokoje,68 m²,Biuro nieruchomości,/pl/oferta/ul-tuwima-3-68-25m2-4pok-garaz-dwa-balkony-ID4ogfX,2024-01-16
"3 pokoje, Stare Miasto, parking","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",470 000 zł,7682 zł/m²,3 pokoje,"61,18 m²",Biuro nieruchomości,/pl/oferta/3-pokoje-stare-miasto-parking-ID4ofoI,2024-01-16
Os. Leśna| 2-pokojowe mieszkanie B.III/58,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"42,33 m²",Inwestycja deweloperska,/pl/oferta/os-lesna-2-pokojowe-mieszkanie-b-iii-58-ID4bovl,2024-01-16
